place,passing,jockey,up,borderNum,weight,popularity,topHourseNmae,basisWeigh,horseNum,distance,raceTitle,date,R,headCount,topDiff,weather,fieldCondition,money,order,name,time,rap,odds
浦和,2-2-1-1,武豊,39.1,6,489(-2),1,(クリソライト),55,6,ダ2000,浦和記念(G2),2016/11/22,10,11,-0.7,晴,重,"3,500.0",1,ケイティブレイブ ,2:07.0,35.8-39.1,1.3
金沢,2-2-2-2,武豊,38.9,8,491(+7),1,(アムールブリエ),55,12,ダ2100,白山大賞典(G3),2016/10/04,11,12,-0.2,晴,良,"2,100.0",1,ケイティブレイブ ,2:15.1, ,2.1
4中山3,1-1-1-1,蛯名正義,37.9,3,484(-8),1,メイショウスミトモ,54,3,ダ1800,ラジオ日本賞(OP),2016/09/17,11,9,0.1,曇,稍,885.6,2,ケイティブレイブ ,1:50.7,36.1-37.8,1.7
2新潟4,1-1-1-1,武豊,37.3,4,492(-3),1,グレンツェント,56,5,ダ1800,レパードS(G3),2016/08/07,11,13,0.0,晴,良,"1,613.4",2,ケイティブレイブ ,1:50.6,35.6-37.3,2.5
大井,1-1-1-1,武豊,39.8,8,495(+11),3,キョウエイギア,56,13,ダ2000,ジャパンダートダービ(G1),2016/07/13,11,12,0.9,曇,良,"1,575.0",2,ケイティブレイブ ,2:06.6,36.3-38.9,4.8
園田,1-1-1-1,川原正一,37.7,6,484(-4),2,(ゴールドドリーム),56,8,ダ1870,兵庫チャンピオンシッ(G2),2016/05/04,10,12,-1.2,晴,良,"2,800.0",1,ケイティブレイブ ,2:00.2, ,4.6
3中山4,3-4-2-1,勝浦正樹,38.7,3,488(+8),4,ストロングバローズ,56,4,ダ1800,伏竜S(OP),2016/04/03,10,15,0.4,曇,稍,454.5,3,ケイティブレイブ ,1:52.8,36.5-38.4,15.4
1東京8,3-2,勝浦正樹,36.1,8,480(-8),7,ゴールドドリーム,56,14,ダ1600,ヒヤシンスS(OP),2016/02/21,9,14,0.4,晴,重,270.0,4,ケイティブレイブ ,1:35.8,34.2-35.8,41.6
1京都6,1-1-1-1,国分優作,37.8,2,488(+4),1,(クリノリトミシュル),56,2,ダ1800,3歳500万下,2016/01/17,4,8,-0.2,晴,良,720.0,1,ケイティブレイブ ,1:54.2,38.1-37.8,2.3
5阪神5,2-2-2-1,国分優作,37.5,7,484(-8),4,スマートシャレード,55,11,ダ1800,樅の木賞(500万下),2015/12/19,9,12,0.3,晴,良,254.3,3,ケイティブレイブ ,1:52.9,36.3-37.3,16.7
4中京1,2-2,石橋脩,39.1,6,492(+20),2,クリスタルタイソン,55,9,ダ1400,寒椿賞(500万下),2015/12/05,10,13,1.1,晴,良,100.0,5,ケイティブレイブ ,1:25.6,34.3-38.2,4.1
4東京4,2-2,津村明秀,37.9,2,472(-10),6,エネスク,55,2,ダ1600,プラタナス賞(500万下),2015/10/17,9,13,0.1,曇,不,254.0,3,ケイティブレイブ ,1:36.7,33.8-37.8,15.1
4阪神6,4-8-1-1,国分優作,40.5,5,482(+4),2,(カフジプリンス),54,5,ダ1800,2歳未勝利,2015/09/26,1,11,-0.9,晴,重,500.0,1,ケイティブレイブ ,1:56.2,37.1-40.5,2.8
4阪神1,1-1-1-1,国分優作,38.5,1,478(-4),12,スーパーライナー,54,1,ダ1800,2歳未勝利,2015/09/12,1,15,0.4,晴,稍,200.0,2,ケイティブレイブ ,1:54.5,37.7-38.1,106.2
,,,,,,,,,,,,,,,,,,,,ゴールドドリーム ,,,
4中京2,9-10-11-11,ムーア,35.2,5,538(+14),8,(テイエムジンソク),57,9,ダ1800,チャンピオンズC(G1),2017/12/03,11,15,0.0,晴,良,"10,036.0",1,ゴールドドリーム ,1:50.1,36.2-36.2,13.0
盛岡,10-8,川田将雅,34.4,7,524(+7),2,コパノリッキー,57,13,ダ1600,マイルチャンピオンシ(G1),2017/10/09,11,16,0.9,曇,稍,225.0,5,ゴールドドリーム ,1:35.8, ,3.4
大井,5-4-4-4,Ｍ．デム,39.2,6,517(0),4,ケイティブレイブ,57,11,ダ2000,帝王賞競走(G1),2017/06/28,11,16,1.8,曇,重, ,7,ゴールドドリーム ,2:06.2,36.7-37.6,8.0
メイダン, ,モレイラ, , ,計不,4,,57,3,ダ2000,ドバイワールドC(G1),2017/03/25, ,14, ,雨,重, ,14,ゴールドドリーム , , ,16.3
1東京8,9-8,Ｍ．デム,35.6,2,520(+4),2,(ベストウォーリア),57,3,ダ1600,フェブラリーS(G1),2017/02/19,11,16,0.0,晴,良,"10,052.8",1,ゴールドドリーム ,1:35.1,34.0-36.1,5.0
4中京2,6-6-5-5,Ｍ．デム,38.5,7,516(+2),2,サウンドトゥルー,56,12,ダ1800,チャンピオンズC(G1),2016/12/04,11,15,1.3,曇,良, ,12,ゴールドドリーム ,1:51.4,36.3-37.7,5.7
5東京3,9-8,Ｍ．デム,34.9,4,514(-4),2,タガノトネール,56,8,ダ1600,東京中日S杯武蔵野S(G3),2016/11/12,11,16,0.2,晴,重,"1,516.6",2,ゴールドドリーム ,1:34.0,34.5-35.5,3.4
大井,6-6-6-6,川田将雅,39.6,5,518(+6),1,キョウエイギア,56,6,ダ2000,ジャパンダートダービ(G1),2016/07/13,11,12,1.2,曇,良,900.0,3,ゴールドドリーム ,2:06.9,36.3-38.9,2.3
3東京6,3-4,川田将雅,35.9,6,512(-5),2,(ストロングバローズ),56,12,ダ1600,ユニコーンS(G3),2016/06/19,11,16,0.0,曇,良,"3,558.8",1,ゴールドドリーム ,1:35.8,35.3-36.2,2.9
園田,3-3-2-2,川田将雅,38.5,5,517(+1),1,ケイティブレイブ,56,6,ダ1870,兵庫チャンピオンシッ(G2),2016/05/04,10,12,1.2,晴,良,672.0,2,ゴールドドリーム ,2:01.4, ,1.3
1東京8,8-6,田辺裕信,35.5,5,516(-8),5,(ストロングバローズ),56,7,ダ1600,ヒヤシンスS(OP),2016/02/21,9,14,-0.3,晴,重,"1,832.2",1,ゴールドドリーム ,1:35.4,34.2-35.8,7.3
1京都1,5-5-5-3,川田将雅,36.9,7,524(-2),1,(スーパーライナー),56,12,ダ1800,3歳500万下,2016/01/05,3,14,-0.1,曇,良,720.0,1,ゴールドドリーム ,1:52.3,36.4-37.3,2.5
,,,,,,,,,,,,,,,,,,,, ○外アウォーディー ,,,
4中京2,6-7-6-6,武豊,36.1,6,508(+4),4,ゴールドドリーム,57,11,ダ1800,チャンピオンズC(G1),2017/12/03,11,15,0.4,晴,良,970.0,5, ○外アウォーディー ,1:50.5,36.2-36.2,7.3
大井,4-3-4-3,武豊,38.1,1,504(-7),1,サウンドトゥルー,57,1,ダ2000,JBCクラシック競走(G1),2017/11/03,9,13,0.6,晴,重,800.0,4, ○外アウォーディー ,2:05.1,36.7-37.8,2.4
大井,3-3-3-3,武豊,38.4,1,511(0),1,ケイティブレイブ,57,2,ダ2000,帝王賞競走(G1),2017/06/28,11,16,0.9,曇,重,"1,200.0",3, ○外アウォーディー ,2:05.3,36.7-37.6,2.6
メイダン, ,武豊, , ,計不,2,,57,7,ダ2000,ドバイワールドC(G1),2017/03/25, ,14, ,雨,重, ,5, ○外アウォーディー , , ,10.4
大井,2-2-2-2,武豊,36.5,5,511(-3),1,アポロケンタッキー,57,8,ダ2000,東京大賞典競走(G1),2016/12/29,10,14,0.3,晴,重,"2,800.0",2, ○外アウォーディー ,2:06.1,37.9-36.3,1.6
4中京2,6-6-6-5,武豊,37.0,2,514(+10),1,サウンドトゥルー,57,2,ダ1800,チャンピオンズC(G1),2016/12/04,11,15,0.0,曇,良,"3,992.4",2, ○外アウォーディー ,1:50.1,36.3-37.7,2.2
川崎,6-6-1-2,武豊,38.6,6,504(-6),2,(ホッコータルマエ),57,9,ダ2100,JBCクラシック(G1),2016/11/03,11,14,-0.1,晴,重,"8,000.0",1, ○外アウォーディー ,2:15.3,30.8-38.8,2.4
船橋,2-2-2-2,武豊,37.0,7,510(+4),1,(モーニン),56,10,ダ1800,日本テレビ盃(G2),2016/09/28,11,13,0.0,曇,重,"3,200.0",1, ○外アウォーディー ,1:52.0,36.2-37.1,1.8
2阪神7,9-9-7-6,武豊,36.8,5,506(+4),1,(アスカノロマン),57,9,ダ1800,アンタレスS(G3),2016/04/16,11,16,-0.1,晴,良,"3,656.7",1, ○外アウォーディー ,1:49.9,36.2-37.4,1.8
名古屋,2-2-2,武豊,38.2,2,502(-6),1,(バンズーム),55,2,ダ1900,名古屋大賞典(G3),2016/03/17,10,12,-2.4,晴,良,"2,100.0",1, ○外アウォーディー ,2:01.2, ,1.4
4阪神8,6-6-8-5,武豊,36.6,2,508(+8),3,(ダノンリバティ),55,2,ダ2000,シリウスS(G3),2015/10/03,11,12,-0.5,晴,稍,"3,546.2",1, ○外アウォーディー ,2:04.6,35.4-37.6,5.5
4阪神3,7-8-8-7,武豊,36.3,6,500(-8),7,(イースターパレード),57,6,ダ1800,オークランドRCT(1600万下),2015/09/19,11,11,-0.1,晴,良,"1,843.1",1, ○外アウォーディー ,1:52.0,37.2-37.2,9.9
3東京5,4-5-4,石橋脩,34.6,3,508(0),6,メドウラーク,57,3,芝2000,ジューンS(1600万下),2015/06/20,11,14,0.2,晴,良,464.2,3, ○外アウォーディー ,2:00.4,35.8-34.7,11.8
3京都12,4-4-4-3,藤岡佑介,33.9,6,508(+2),4,(スペキュレイター),57,8,芝2000,4歳上1000万下,2015/05/31,8,13,0.0,晴,良,"1,050.0",1, ○外アウォーディー ,1:58.5,36.1-35.6,6.1
3京都5,6-6-7-6,武豊,34.5,6,506(+6),3,ラブラバード,57,6,芝2000,鴨川特別(1000万下),2015/05/09,10,11,0.5,曇,良,230.0,4, ○外アウォーディー ,1:58.9,35.9-34.6,5.1
2中京5,3-4-4-6,菱田裕二,34.3,6,500(0),2,ブランクヴァース,57,7,芝2200,名鉄杯(1000万下),2015/03/28,11,11,0.0,晴,良,537.0,2, ○外アウォーディー ,2:18.1,38.4-34.7,3.8
1阪神3,13-12-11-13,幸英明,37.2,3,500(-8),1,シホウ,57,5,芝2000,千里山特別(1000万下),2015/03/07,9,15,1.8,雨,稍, ,12, ○外アウォーディー ,2:05.5,37.9-36.3,3.5
1京都2,7-7-7-6,幸英明,33.6,3,508(0),3,ダイシンサンダー,57,3,芝2000,北大路特別(1000万下),2015/01/05,9,10,0.0,晴,良,383.3,3, ○外アウォーディー ,2:00.3,36.2-34.3,5.4
4中京4,9-9-9-8,藤岡康太,35.4,8,508(+2),1,カムフィー,57,13,芝2000,遠州灘特別(1000万下),2014/12/14,11,13,0.3,曇,良,190.0,4, ○外アウォーディー ,2:02.2,37.1-35.8,2.7
3新潟5,13-13-11-9,横山典弘,35.0,7,506(0),1,スズカヴァンガード,57,14,芝2400,悠久山特別(1000万下),2014/09/27,10,18,0.6,晴,良, ,7, ○外アウォーディー ,2:26.3,35.5-35.1,3.2
2新潟10,13-13,横山典弘,33.3,6,506(-2),2,ミエノキセキ,58,8,芝2000,信濃川特別(1000万下),2014/08/31,9,13,0.2,晴,良,598.8,2, ○外アウォーディー ,1:59.2,35.7-34.2,5.2
2新潟3,5-4-4-4,横山典弘,34.8,7,508(+2),1,タイセイドリーム,57,9,芝2200,阿賀野川特別(1000万下),2014/08/09,10,11,0.5,曇,稍, ,7, ○外アウォーディー ,2:14.6,36.0-34.6,2.4
2東京12,11-11-13-13,横山典弘,34.2,6,506(+8),2,マイネルメダリスト,53,11,芝2500,目黒記念(G2),2014/06/01,12,16,0.0,晴,良,830.0,4, ○外アウォーディー ,2:31.0,29.9-35.2,7.2
2東京5,10-11-11-11,横山典弘,33.2,5,498(+6),3,ビービートレイター,56,8,芝2400,緑風S(1600万下),2014/05/10,10,15,0.0,晴,良,454.7,3, ○外アウォーディー ,2:27.6,37.0-34.0,5.7
2中京6,10-11-11-8,横山典弘,37.9,8,492(-4),2,アドマイヤブルー,56,12,芝2200,名古屋城S(1600万下),2014/03/30,10,12,0.2,曇,不,647.8,2, ○外アウォーディー ,2:23.2,38.3-38.6,4.3
2中京2,7-7-7-5,松山弘平,35.0,7,496(-6),3,(ミエノキセキ),57,9,芝2000,小牧特別(1000万下),2014/03/16,12,11,0.0,曇,良,"1,317.3",1, ○外アウォーディー ,2:03.1,37.5-35.7,6.6
4東京6,5-5-6-6,横山典弘,34.2,7,502(-2),1,スーサングレート,54,7,芝2400,3歳上1000万下,2013/10/19,8,9,0.4,曇,良,250.0,3, ○外アウォーディー ,2:27.4,36.6-34.7,2.1
4中山6,4-4-4-3,横山典弘,33.8,7,504(0),2,レオプログレス,54,8,芝2500,九十九里特別(1000万下),2013/09/21,9,11,0.1,晴,良,363.6,3, ○外アウォーディー ,2:34.2,30.2-35.2,3.0
2新潟11,2-3-6-5,横山典弘,34.0,1,504(-6),1,(エイダイポイント),54,1,芝2200,燕特別(500万下),2013/08/31,9,16,-0.2,晴,良,"1,028.5",1, ○外アウォーディー ,2:14.4,35.6-34.4,2.1
2小倉4,5-6-4-3,武豊,35.3,7,510(+12),1,サンライズピーク,54,10,芝2000,足立山特別(500万下),2013/08/04,9,13,0.5,雨,稍, ,6, ○外アウォーディー ,2:00.7,34.9-35.0,2.5
3京都11,5-5-4-4,Ｃ．デム,35.4,2,498(-2),4,ウインアルザス,56,4,芝2000,3歳500万下,2013/05/25,6,16,0.3,晴,良,180.0,3, ○外アウォーディー ,2:00.5,36.5-35.6,6.8
2東京3,6-7-7-6,松山弘平,33.9,7,500(+8),10,ヒラボクディープ,56,13,芝2400,テレビ東京杯青葉賞(G2),2013/04/27,11,18,0.3,晴,良,520.0,5, ○外アウォーディー ,2:26.5,36.6-34.7,48.4
2中京5,4-3-2-2,秋山真一,35.1,8,492(-4),3,ラストインパクト,56,9,芝2200,大寒桜賞(500万下),2013/03/23,10,10,0.1,晴,良,346.8,2, ○外アウォーディー ,2:15.8,37.8-35.0,8.0
2中京3,7-7-5-5,武豊,36.1,7,496(-2),2,(エーシンヴィガー),56,14,芝2200,3歳未勝利,2013/03/16,5,18,-0.4,晴,良,500.0,1, ○外アウォーディー ,2:15.9,35.4-36.5,3.6
1阪神1,9-8,武豊,35.3,3,498(-6),5,ジューヴルエール,56,5,芝1800,3歳未勝利,2013/02/23,5,15,0.5,曇,良,50.0,5, ○外アウォーディー ,1:48.4,35.6-35.5,8.2
2京都4,3-3-3-3,武豊,35.6,7,504(+6),3,マウイノカオイ,56,10,芝2200,3歳未勝利,2013/02/03,5,13,0.5,晴,良,75.0,4, ○外アウォーディー ,2:15.7,35.8-35.3,4.7
1京都5,5-3-3-4,武豊,36.1,3,498(-4),4,ナリタパイレーツ,56,6,芝2200,3歳未勝利,2013/01/14,5,16,0.6,曇,重,75.0,4, ○外アウォーディー ,2:19.6,36.8-35.8,8.3
,,,,,,,,,,,,,,,,,,,,サウンドトゥルー ,,,
4中京2,14-14-13-13,大野拓弥,35.5,7,478(+1),2,ゴールドドリーム,57,14,ダ1800,チャンピオンズC(G1),2017/12/03,11,15,0.6,晴,良, ,11,サウンドトゥルー ,1:50.7,36.2-36.2,5.4
大井,10-10-9-8,大野拓弥,37.0,6,477(+2),4,(ケイティブレイブ),57,8,ダ2000,JBCクラシック競走(G1),2017/11/03,9,13,-0.2,晴,重,"8,000.0",1,サウンドトゥルー ,2:04.5,36.7-37.8,5.7
船橋,6-5-2-4,大野拓弥,37.2,2,475(+2),3,アポロケンタッキー,58,2,ダ1800,日本テレビ盃(G2),2017/09/27,11,11,0.0,曇,稍,"1,120.0",2,サウンドトゥルー ,1:52.9,35.9-37.4,4.0
大井,8-7-6-6,大野拓弥,38.3,8,473(-1),3,ケイティブレイブ,57,15,ダ2000,帝王賞競走(G1),2017/06/28,11,16,1.0,曇,重,600.0,4,サウンドトゥルー ,2:05.4,36.7-37.6,5.6
1東京8,14-13,柴田善臣,35.8,1,474(-1),7,ゴールドドリーム,57,1,ダ1600,フェブラリーS(G1),2017/02/19,11,16,0.6,晴,良, ,8,サウンドトゥルー ,1:35.7,34.0-36.1,13.6
川崎,9-8-6-5,大野拓弥,38.2,8,475(0),1,オールブラッシュ,57,12,ダ2100,川崎記念【指定交流】(G1),2017/02/01,11,12,0.6,晴,良,"2,100.0",2,サウンドトゥルー ,2:15.2,30.8-38.2,1.6
大井,5-5-4-4,大野拓弥,36.4,8,475(+1),2,アポロケンタッキー,57,14,ダ2000,東京大賞典競走(G1),2016/12/29,10,14,0.3,晴,重,"1,600.0",3,サウンドトゥルー ,2:06.1,37.9-36.3,4.0
4中京2,14-14-14-13,大野拓弥,35.8,5,474(0),6,(アウォーディー),57,8,ダ1800,チャンピオンズC(G1),2016/12/04,11,15,0.0,曇,良,"10,023.4",1,サウンドトゥルー ,1:50.1,36.3-37.7,15.9
川崎,9-9-4-5,大野拓弥,38.7,4,474(-3),5,アウォーディー,57,6,ダ2100,JBCクラシック(G1),2016/11/03,11,14,0.3,晴,重,"1,600.0",3,サウンドトゥルー ,2:15.6,30.8-38.8,14.6
船橋,8-7-7-6,大野拓弥,37.3,6,477(+2),2,アウォーディー,58,9,ダ1800,日本テレビ盃(G2),2016/09/28,11,13,1.0,曇,重,640.0,3,サウンドトゥルー ,1:53.0,36.2-37.1,3.0
大井,8-7-5-6,大野拓弥,37.6,6,475(+14),2,コパノリッキー,57,7,ダ2000,帝王賞競走(G1),2016/06/29,11,12,1.7,曇,不,"1,200.0",3,サウンドトゥルー ,2:05.2,36.0-36.1,4.1
船橋,8-7-6-5,大野拓弥,37.8,3,461(-11),4,コパノリッキー,57,3,ダ1600,かしわ記念(G1),2016/05/05,11,12,1.1,晴,稍,300.0,5,サウンドトゥルー ,1:40.3,37.2-37.3,6.8
川崎,7-7-4-4,大野拓弥,37.2,1,472(-1),2,ホッコータルマエ,57,1,ダ2100,川崎記念[指定交流](G1),2016/01/27,11,13,0.0,晴,良,"2,100.0",2,サウンドトゥルー ,2:14.1,30.4-39.0,2.1
大井,7-7-6-5,大野拓弥,36.7,4,473(+1),3,(ホッコータルマエ),57,5,ダ2000,東京大賞典競走(G1),2015/12/29,10,14,-0.3,晴,良,"8,000.0",1,サウンドトゥルー ,2:03.0,36.7-37.8,3.9
4中京2,15-15-16-16,大野拓弥,36.6,1,472(-2),5,サンビスタ,57,2,ダ1800,チャンピオンズC(G1),2015/12/06,11,16,0.3,曇,良,"2,449.2",3,サウンドトゥルー ,1:50.7,35.5-37.9,12.6
大井,9-9-7-6,大野拓弥,36.7,3,474(+3),4,コパノリッキー,57,5,ダ2000,JBCクラシック競走(G1),2015/11/03,10,16,0.5,晴,不,"2,800.0",2,サウンドトゥルー ,2:04.9,36.8-37.0,8.8
船橋,8-7-5-3,大野拓弥,37.2,6,471(-5),3,(クリソライト),56,7,ダ1800,日本テレビ盃(G2),2015/10/07,11,12,-0.6,晴,良,"3,200.0",1,サウンドトゥルー ,1:50.2,34.8-38.1,9.5
3中京6,13-13-12-11,大野拓弥,37.2,6,476(0),5,(ナリタポセイドン),56,10,ダ1800,ジュライS(OP),2015/07/19,11,14,-0.1,曇,稍,"2,129.4",1,サウンドトゥルー ,1:51.6,36.7-38.5,7.2
3東京3,15-14,大野拓弥,35.7,8,476(0),1,キョウエイアシュラ,54,15,ダ1600,アハルテケS(OP),2015/06/13,11,16,0.5,曇,良, ,7,サウンドトゥルー ,1:36.3,35.1-36.4,3.9
3京都9,13-14-11-9,大野拓弥,36.3,3,476(0),12,インカンテーション,56,5,ダ1900,平安S(G3),2015/05/23,11,16,0.6,曇,良, ,6,サウンドトゥルー ,1:55.7,29.4-36.7,54.1
2東京4,11-11,大野拓弥,35.3,5,476(0),1,カチューシャ,56,6,ダ1600,オアシスS(OP),2015/05/03,10,12,0.2,晴,良,534.4,3,サウンドトゥルー ,1:36.1,35.1-36.5,2.7
1東京3,14-14,大野拓弥,35.1,3,476(0),2,(ブラインドサイド),55,5,ダ1600,白嶺S(1600万下),2015/02/07,11,16,-0.1,晴,稍,"1,855.0",1,サウンドトゥルー ,1:37.0,35.5-36.1,3.6
1中山7,14-14-13-8,大野拓弥,37.9,5,476(-4),1,(アールプロセス),57,10,ダ1800,初凪賞(1000万下),2015/01/18,9,16,-0.3,晴,稍,"1,536.4",1,サウンドトゥルー ,1:53.4,36.7-39.0,3.3
1中山1,12-12-11-11,大野拓弥,36.6,1,480(+4),5,ベルゲンクライ,57,1,ダ1800,初日の出賞(1000万下),2015/01/04,9,16,0.0,晴,良,610.8,2,サウンドトゥルー ,1:53.6,37.5-37.5,9.9
5阪神6,12-13,岩田康誠,35.5,5,476(+4),2,サクセスフェイト,57,9,ダ1400,クリスマスキャロル賞(1000万下),2014/12/21,12,16,0.3,晴,重,148.0,5,サウンドトゥルー ,1:23.0,34.6-36.2,3.9
5東京8,12-12,岩田康誠,35.0,2,472(-2),1,ビッグリバティ,57,3,ダ1400,3歳上1000万下,2014/11/29,12,16,0.0,晴,重,260.0,3,サウンドトゥルー ,1:23.2,35.1-35.9,3.4
4東京8,12-12,大野拓弥,35.8,8,474(-4),1,(アサクサスターズ),57,12,ダ1600,3歳上500万下,2014/11/01,6,13,-0.3,小雨,稍,750.0,1,サウンドトゥルー ,1:38.2,36.2-37.1,2.9
3東京5,12-12,大野拓弥,35.7,6,478(+6),3,ハイパーチャージ,57,11,ダ1600,3歳上500万下,2014/06/21,12,16,0.4,曇,良,190.0,3,サウンドトゥルー ,1:37.6,35.8-36.6,5.6
2東京6,16-16,蛯名正義,35.6,2,472(-6),1,メイショウソラーレ,57,3,ダ1600,日吉特別(1000万下),2014/05/11,12,16,0.3,晴,良,220.0,4,サウンドトゥルー ,1:38.0,36.2-36.5,2.9
3中山7,9-9-6-5,蛯名正義,36.5,3,478(-2),3,ブラインドサイド,57,6,ダ1800,利根川特別(1000万下),2014/04/19,12,16,0.0,曇,良,375.9,3,サウンドトゥルー ,1:54.3,38.6-36.9,5.8
3中山2,13-13-12-11,蛯名正義,38.2,4,480(+2),1,キープインタッチ,57,7,ダ1800,4歳上1000万下,2014/03/30,8,16,0.5,雨,重,260.0,3,サウンドトゥルー ,1:52.2,35.3-38.4,3.1
2中山6,11-11-10-9,蛯名正義,37.2,1,478(0),3,ヴァンガード,57,1,ダ1800,4歳上1000万下,2014/03/16,12,15,0.3,晴,稍,260.0,3,サウンドトゥルー ,1:53.2,37.8-37.7,4.5
1東京6,12-10,大野拓弥,36.9,1,478(0),1,レッドルーファス,57,2,ダ1600,大島特別(1000万下),2014/02/24,9,16,0.3,晴,良,148.0,5,サウンドトゥルー ,1:38.1,35.5-37.4,3.2
5阪神4,11-10,蛯名正義,35.9,3,478(+2),1,コスタアレグレ,56,5,ダ1400,3歳上1000万下,2013/12/08,8,16,0.0,曇,良,400.0,2,サウンドトゥルー ,1:23.7,34.8-36.8,2.2
5東京6,6-4,三浦皇成,35.2,8,476(0),2,シグナルプロシード,56,11,ダ1600,3歳上1000万下,2013/11/17,12,11,0.3,晴,良,400.0,2,サウンドトゥルー ,1:38.0,37.3-35.3,3.2
4東京8,9-9,大野拓弥,35.2,7,476(-2),3,タイセイスティング,55,12,ダ1600,三峰山特別(1000万下),2013/10/26,10,14,0.7,曇,不,365.1,3,サウンドトゥルー ,1:36.1,36.0-35.4,7.1
4東京1,9-6,大野拓弥,36.1,8,478(+6),3,コスモイーチタイム,55,16,ダ1600,3歳上1000万下,2013/10/05,12,16,0.4,小雨,不,99.0,5,サウンドトゥルー ,1:36.2,34.9-36.3,4.6
3東京6,11-9,大野拓弥,35.4,3,472(0),8,ベストウォーリア,56,4,ダ1600,ユニコーンS(G3),2013/06/16,11,15,0.5,曇,重,684.2,3,サウンドトゥルー ,1:36.5,35.6-35.4,30.5
2東京4,9-11,三浦皇成,36.5,5,472(-4),1,(ミヤジマッキー),56,10,ダ1600,3歳500万下,2013/04/28,7,16,-0.5,晴,良,700.0,1,サウンドトゥルー ,1:38.0,35.5-37.4,2.7
1阪神6,8-9,大野拓弥,37.5,5,476(0),1,レアヴェントゥーレ,56,5,ダ1400,3歳500万下,2013/03/10,6,12,0.7,小雨,良,280.0,2,サウンドトゥルー ,1:25.4,34.9-37.7,2.8
1東京8,8-6,浜中俊,36.9,4,476(0),2,メイショウロフウ,56,6,ダ1400,3歳500万下,2013/02/17,3,15,0.1,晴,良,280.0,2,サウンドトゥルー ,1:25.4,35.3-37.4,7.9
1東京2,8-9,三浦皇成,36.4,8,476(+4),7,コパノリッキー,56,14,ダ1400,3歳500万下,2013/01/27,6,14,0.9,晴,良,280.0,2,サウンドトゥルー ,1:26.4,36.2-36.3,30.8
5東京4,9-12,田辺裕信,37.4,5,472(+2),8,ケイアイレオーネ,55,8,ダ1400,2歳500万下,2012/11/11,6,14,0.9,曇,良, ,6,サウンドトゥルー ,1:26.8,35.3-37.6,41.7
4東京6,4-3,田辺裕信,36.9,5,470(0),6,(アビスコ),55,10,ダ1400,2歳未勝利,2012/10/20,2,16,-0.2,晴,稍,500.0,1,サウンドトゥルー ,1:26.7,36.4-37.3,14.4
,,,,,,,,,,,,,,,,,,,,テイエムジンソク ,,,
4中京2,2-2-2-2,古川吉洋,36.1,7,496(+4),1,ゴールドドリーム,57,13,ダ1800,チャンピオンズC(G1),2017/12/03,11,15,0.0,晴,良,"3,996.0",2,テイエムジンソク ,1:50.1,36.2-36.2,4.8
5京都2,4-4-3-1,古川吉洋,37.2,8,492(-4),2,(ルールソヴァール),56,16,ダ1800,みやこS(G3),2017/11/05,11,15,-0.4,晴,良,"3,856.0",1,テイエムジンソク ,1:50.1,35.5-37.4,3.1
1札幌6,2-2-2-2,古川吉洋,36.0,3,496(+4),1,ロンドンタウン,56,4,ダ1700,エルムS(G3),2017/08/13,11,14,0.1,曇,重,"1,414.2",2,テイエムジンソク ,1:41.0,29.2-35.9,1.5
2函館2,1-1-1-1,古川吉洋,37.2,7,492(+4),1,(タガノエスプレッソ),57,11,ダ1700,マリーンS(OP),2017/07/09,11,14,-0.8,曇,良,"2,229.4",1,テイエムジンソク ,1:42.9,29.4-37.2,1.5
1函館3,4-4-3-2,古川吉洋,36.9,5,488(-2),1,(ダノングッド),56,8,ダ1700,大沼S(OP),2017/06/24,11,14,-0.7,晴,良,"2,229.4",1,テイエムジンソク ,1:42.8,28.4-37.4,2.4
3京都12,4-4-4-2,古川吉洋,37.0,7,490(-2),2,(ヒロブレイブ),56,13,ダ1800,東大路S(1600万下),2017/05/28,9,16,-0.7,晴,良,"1,859.2",1,テイエムジンソク ,1:50.4,35.2-37.3,4.1
1阪神2,2-3-4-4,竹之下智,36.3,2,492(-4),1,ナムラアラシ,57,2,ダ1800,伊丹S(1600万下),2017/02/26,10,15,0.1,晴,良,464.5,3,テイエムジンソク ,1:52.1,37.5-36.6,2.0
2京都4,5-5-4-3,竹之下智,36.0,6,496(-2),1,トップディーヴォ,57,10,ダ1800,北山S(1600万下),2017/02/05,9,15,0.1,曇,重,739.0,2,テイエムジンソク ,1:48.9,35.9-36.3,1.7
1京都1,1-1-1-1,竹之下智,36.4,6,498(+4),3,グレイトパール,57,10,ダ1900,初夢S(1600万下),2017/01/05,9,15,0.3,晴,良,740.2,2,テイエムジンソク ,1:58.5,30.6-36.1,7.3
5阪神4,5-5-5-3,竹之下智,36.1,8,494(+2),3,ピットボス,57,12,ダ1800,堺S(1600万下),2016/12/11,10,13,0.0,晴,良,464.1,3,テイエムジンソク ,1:51.0,37.8-36.8,4.2
5京都3,10-10-8-7,竹之下智,36.5,8,492(+2),3,オールブラッシュ,57,12,ダ1800,観月橋S(1600万下),2016/11/12,10,13,0.3,晴,良,270.0,4,テイエムジンソク ,1:49.7,36.0-37.3,4.8
